,Sentiment,Tweet
2511,negative,"doing the usual with breakie in starbucks before heading out for the morning with cameras, but weather looking shite at this stage "
2512,negative,@George_Mackie i dont sell very often on ebay. 
2513,negative,@tommcfly did you know that johnsons baby use animals like cute bunnies to test their products? 
2514,negative,can't sleep bc I drank a diet coke @ 9pm....sucks bc I have to wake up at 5:30am  
2515,negative,one triop down... one to go 
2516,negative,Damn... I need to learn 
2517,negative,darn it !!!  I woke up with a great idea for a LIME article and I forgot what it was 
2518,negative,thinking the shorts and flip flops may have been a bad idea 
2519,negative,@mikebreed Its all up to us Mike.  I understand what you say but I think its us that need to change  my opinion but yours is good too! lol
2520,negative,I'm waiting for a parcel and it's just not arriving  *argh* *hurry up* *hurry up*
2521,negative,"@Knot2serious oh! Btw,@djrocko951 &amp; I tried to go to that Cuban buffet I told u about,so excited..it's closed on Mondays  SAD story!"
2522,negative,@gingha It is!  I have the docs so morning off and then into work   Freecycling?  What you getting?
2523,negative,should have stayed at home 
2524,negative,Bit lonely on here - don't seem to have many friends who actually use Twitter!    Oh well...
2525,negative,@ArtemisIII Oh no  is it the laundry powder maybe? I'm allergic to some and since jeans are usually so fitted it makes it worse
2526,negative,I need some inspiration before i hit the kitchen tonight 
2527,negative,accidentally listened to the new sugababes album   playing four girls aloud hits sequentially to purge the memory
2528,negative,going to walk my dogs and shower before bed.   sad the yankees lost the first game monday too!  boooo 
2529,negative,"@ExMi Hey doll, sorry to hear bout ur doggie  Hope he comes home soon!  Would help u look if i weren't so far away!!"
2530,negative,Is upset that she couldn't find &quot;Church of the Flying Spaghetti Monster&quot; on Twitter to follow 
2531,negative,why won't anyone enjoy pretty films with me 
2532,negative,feels like I am comming down with something....let's hope it's just a cold 
2533,negative,is NOT sleeping ....damnit. T-minus 4 hours and counting until i have to get the kids up for school 
2534,negative,@rochellesheree I missed you...  is wednesday your day off? or is that thursday?
2535,negative,"Missed the train to York, no Wifi and blackberry battery is going to die soon - not a good start to the day "
2536,negative,@TheoryOfMind @woppygook OMNIAAAA!!! I said no to the crackberrryyy. Time to depart with my flip phone 
2537,negative,hermes packetdienst sucks 
2538,negative,Had too much fun last night- paying for it now... going to go and fry an egg 
2539,negative,No squirrels today  They must be hiding.
2540,negative,@nmcgivney yeah ploughed around there last night.. .but nothing happening 
2541,negative,@Ali1702 OMG- did daughter not come home last night?? What a huge worry. I would have been out of my mind. Poor you! 
2542,negative,Just bought a car and my impending fatherhood is affecting my judgement.  Out with plans of a 330CI and in with a Rav-4 
2543,negative,"Even after the Aust. gov. rolls out its $43 Bln 100Mb b'band, we'll still be way behind most of the rest of the worlds b'band speeds "
2544,negative,@bnish dan and i grabbed yardhouse earlier. why didn't you pirate it?! i was so disappointed 
2545,negative,in work early for team meeting but forgot my lunch 
2546,negative,I'm not worried about them cutting my hours down so i start at 10.00am every day...... Except i may have to give up my morning Starbucks 
2547,negative,@mrjoe sorry to hear about the bike 
2548,negative,@aliceverheij on MS XP im afriad  laptop is about 3yrs old and think its just a bit messed up 
2549,negative,"...well I was going to RPM. Vespa needs oil, I ain't going anywhere "
2550,negative,MY FAST REMAINS UN BROKEN 
2551,negative,It's been a year since Mark Speight died  A year goes so fast.
2552,negative,this is exactly why as cities burn worries me : &quot;As Cities Burn's third and most likely final outing&quot; - from their new album review 
2553,negative,I don't like this 9-5 malarky - I should be out seeing my friends who I haven't seen in months  stupid work 
2554,negative,"Aw balls. The new shirt I got at Aerie today doesn't fit.  I wear a medium, but they only had a small in the one..."
2555,negative,@SaulWilliams third budget of the yr in ireland today. they want to tax text messages. pray for the poets 
2556,negative,Finished the second research paper of the week. It's Tuesday...kind of. Kill me. Test Friday. 
2557,negative,"@jpiasentin Same, but unfortunately I have to pack now "
2558,negative,will probably be in Scotland next week.  http://plurk.com/p/n0ivz
2559,negative,"I'm having a panic attack, so I can't sleep. Distracting myself with TV and internet. Hope this goes away soon "
2560,negative,"@susanstn opps,, still unable to DM you at the moment.  maybe twitter bugs after the maintenance."
2561,negative,my project is going down the drain  Legal issues seem to have dealt a fatal blow...
2562,negative,Where's my heat and grazia subscriptions? He's probably delivered them next door 
2563,negative,is missing n ol frend &amp; is thinking bout her rite now 
2564,negative,@brahhh quit smoking cigs... i dont want to look old  plus... i cant breath haha
2565,negative,... OMY! Jus woke up!! But was wishing I woke up sumwer in NY!!  Lol
2566,negative,school suxxx. wish i was on tourny again 
2567,negative,@Ainz_dj mate what time you gettin there? not gonna be able to hang around for the late bit  but comin down to support you fo sho
2568,negative,@mathie makes for hard work for small businesses 
2569,negative,"Well, isn't that great? Now I'm really sick, all coughing and having a sore throat. "
2570,negative,"got up at 7 mistakenly, it should've been 6. "
2571,negative,Got the BrainBone daily question wrong!  - http://apps.facebook.com/brainbone/stats/339?ref=tw
2572,negative,@PhillyD Wishing you the best!  &lt;3
2573,negative,"@Rockchic65 I normally go with pumpkin patch, but a bit skint at the minute "
2574,negative,@headtotail Thank you   I feel sad but hope we can give her a nice life til the end now.
2575,negative,"@msJHeart lol, yeah i'm good. i just gotta unplug it and use the other one until i can hustle up $79 bucks for a new one "
2576,negative,cant sleep once again. i need to cuddle 
2577,negative,"@robertzalme Yes I do... Too much theory getting in, not much solutions coming out... "
2578,negative,Going to school in twenty minutes. I have a head-ache T_T. I'm not looking forward to meeting my angry teacher 
2579,negative,Its wayy to early to be awake... zZz!! 
2580,negative,attack of the hayfever! noooo 
2581,negative,need hugs 
2582,negative,@neevd know of any more sites to play games on? i'll never get past the second footpath on frogger 
2583,negative,Playing Killzone 2... the demo 
2584,negative,"@iloveAC slut, you never talk to me! but yet you talk to rinn!  waa waaa waaaaaaaa lol i love you courtney (:"
2585,negative,"@mrsfr Yes, unfortunately the date clashed with an important and long standing family party, got to do it on my own "
2586,negative,I am having my coffee.  I see frost on the car windows   I suspected there would be some this am.  I hope I am not so tired today.
2587,negative,My comp is so screwed up 
2588,negative,@JessicaFilan it is 
2589,negative,"@Charliecondou 4SkinMusic, more like "
2590,negative,"@crazytwism i know..they block orkut in dubai!! in oman they have orkut access,but skype is banned!  ru from the gulf?"
2591,negative,hates the waiting game. she hates uncertainties too. 
2592,negative,My throat hurts. I think I have a cold 
2593,negative,now I'm kind of sad after all the bullshit I found out 
2594,negative,"Ow,I totally ate pavement this morn at Stephens Green Luas stop.So sore!AND THERE WAS A FREAKING TV CAMERA THERE!Of all the times to fall "
2595,negative,Jamming postponed again! Boohoohoozx damn you flu bug! 
2596,negative,my baby just went home 
2597,negative,Another morning at .net towers.. still on deadline 
2598,negative,"wakey Wakey, I'm bored '.' My dog is annoying  He weights 20 pounds and doesn't want to come off of my knees"
2599,negative,; i miss family guyyy. 
2600,negative,tired and borrrrrred this vacation  sooooooo hot
2601,negative,"Just Sitting ,Waiting  "
2602,negative,"sitting at home, watching Jeremy Kyle and bored! "
2603,negative,still in germany! 
2604,negative,Stuck on my own at work super stressed. I wish i was somewhere else 
2605,negative,"@kateblogs no, it's because i'm an author, not a subscriber "
2606,negative,Why am I up so EARLY!! -- I am bored and have had that trantula song stuck in my head for the past HOUR!!  / www.StalkDaily.com/georg ...
2607,negative,Feels like a cramp. Quite disconcerting 
2608,negative,@skynicmac shame 
2609,negative,one of my site's PR dropped  http://plurk.com/p/n0jlt
2610,negative,@McBesty monday is usually a working day? 
2611,negative,@maxbarners  I hope it all goes well.
2612,negative,is supposed to work for university but the construction sight close by makes contant noise 
2613,negative,@CruciFire DAMIT! That was my idea for today's comic!!!! Just wrote it down.    Will give credit then.
2614,negative,Zen sushi for lunch today...looks like it's raining outside 
2615,negative,"Ashley tisdale, I love you!!! But why did you dye your hair?! "
2616,negative,didnt announce reading lineup 
2617,negative,"@RonJeffries I'd love to hire you again too, it was tons of fun last time. I don't do the budget tho. Or the hiring "
2618,negative,Off to see my German girl for her last night in Brisbane 
2619,negative,"@micameli ???????????My friend was supposed to be having one, but it hasn't been arranged yet "
2620,negative,LAN at @JetBlackOnyx's with @miss_mell was a blasty-blast. Now it's time for home 
2621,negative,Gnah! Inner tube exploded. Gotta get a taxi to work or be late. 
2622,negative,"good morning - i am going for a run this morning, then its off to the dentist for some drilling "
2623,negative,@cubedweller Gah - not for me on freeview then  Still - if they brought over the Colbert Report I'd consider switching just to get that.
2624,negative,"i'm in my clinic, its booring  http://twitpic.com/2y6qq"
2625,negative,"Only 18 more days left in london, where did the time go "
2626,negative,@jerrrm today can not. meeting the whole day. gilaaaa 
2627,negative,hungry  dreaming of yumyums..
2628,negative,No gym yesteday!!!! They have a all new gym so I need a new induction  good news is it's booked for Wednesday woot!!!
2629,negative,Ughhhhh I so didn't see that coming on house. Ilu bb 
2630,negative,@gfalcone601 nawww take me to london please? cornwall's boring 
2631,negative,My website is down.. 
2632,negative,@KingKiwi  i want to be somewhere with no rain its not very nice here today
2633,negative,306 letters to be sent out!! better start writing now 
2634,negative,@llordllama oh no  I had an Obadiah too. Names that start with E are generally good.
2635,negative,"@valdezign hmm, this beta of Nambu has ping.fm and friendfeed disabled.  boo. "
2636,negative,ohhh  not very well. and i've lost my voice     
2637,negative,ARIZONAAAA! - japannaly: hhhahaha now you canï¿½t go thursday! YOU BITCH!  jk hahaha http://tumblr.com/xej1jtj9w
2638,negative,"BOOO EE you suck! WHY Daniella, don't bring Sam back at all if it has to be her! Not happy  "
2639,negative,@fabianv what kind of docs? and what are you using to write them? we're always behind on our docs 
2640,negative,Wishes she didn't have OM homework to do right now 
2641,negative,Ok here's the deal i live in a small town i've never seen anythin famous n anyway so i thought i might luck up on something 
2642,negative,@duskyazure least U got 2 lie in - I 've bn up way 2 long!! Mrs woke up at 6am this morning &amp; dragd me out of slumberlnd @ the same time 
2643,negative,I'm trying to plan trips...low budget though...don't think it is working 
2644,negative,@IanHanlon Me and Scobz goal is to get a celeb to respond to one of our tweets before we go to sleep.  I may not get any sleep 
2645,negative,nobody ever speaks to me now 
2646,negative,Waiting For Tom To Call 
2647,negative,"it's mums birthday, im glad she likes her pressies. i'm looking forward to party time later this week, but sad im not going to cornwall "
2648,negative,@dajbelshaw sounds like my every day  except gym
2649,negative,My car arrived!! ....maybe i'll get it on thursday....damn paperwork 
2650,negative,Someone (@Ratsofatsorat) left a few sips of mocha in the reusable coffee mug.   Last week.  Now it's chunky 
2651,negative,"Omg, whats with Windows Vista today. Tried installing it on my Windows 7 laptop and its died! Reinstall "
2652,negative,I mean nobody goes on this anymore  x
2653,negative,dear twitter... i have 4 bug bites on my leg. :\ they r itchyyyy....  haha just got outta the shower. uhh night.
2654,negative,@thomassonora I had the same problem  #poken #error
2655,negative,"@tracitoguchi Nah not really, feeling it come back on "
2656,negative,@MushyV Ahhhhh that Hoff programme sounded CLASSS!!!! I fuckin missed it  hopes there's a repeat innit
2657,negative,confused what he should do with his life 
2658,negative,@grunt121 Good luck with The Big Meeting.    I hope the rumour mill is wrong.
2659,negative,@j_xx is the white guy manager there? the one that shouts when you walk in?  I wanna go back and feast!
2660,negative,no missing 17 again on thursday is the worst 
2661,negative,"Hello world, i dont like to do physics. "
2662,negative,"Going to the dentist again  I mean, tooth spa right @valeriekhoo ;)"
2663,negative,My boyfriend means the world to me but he just doesn't seem to see it ....muchless understand 
2664,negative,@Natazzz *hurt and sad* 
2665,negative,"Finished marking can't celebrate yet tho, got to communicate marks &amp; feedback to all those online students, rest of the night gone there "
2666,negative,"Is still sick, hate this "
2667,negative,Simon Felice is no longer playing with the Felice Brothers. I'm not sure how I feel about that. 
2668,negative,ears size 00 hurt  watching chaos theory!!! wonderful movie love it!
2669,negative,going on holidays with my friend tomorrow exited but no twitter 
2670,negative,Looks like the Nobel peace prize is simply a popularity contest   http://tinyurl.com/cffz4h
2671,negative,oww the poor darling    Body of missing Tracy girl Sandra Cantu  found inside suitcase www.tinyurl.com/dfhvzg  #tracy
2672,negative,ugh why did my mum wake me up so early!! 8:45 geesh! I NEED SLEEP! And @princessnadys...there is noth  awww 
2673,negative,"but I have to work now, so no time to play "
2674,negative,@haylieofficial every night 
2675,negative,"No post or even any email, nobody loves you when your down, I'd take a long walk but don't have energy to get out of chair "
2676,negative,via @chrismevans: Argh.  Driving into London today.  Made a wrong turn at Kings-X - stuck in an extra 30 minutes of logjam traffic 
2677,negative,@mattg00d i dont like you not having internet. You dont tweet as much. 
2678,negative,@jodie_lane JODIE? ARE YOU AWAKE? ARE YOU HUNGRY? DO YOU NEED ANYTHING? coz i'm leaving. coz you wont talk to me 
2679,negative,@llaacceeyy haha i'm not a good cook at all  it looks pretty foul right now. love having voguettes on twitter yay! nice to meet you x
2680,negative,"Needs to go to the dentist now. What a perfect start for the holidays,hm?   "
2681,negative,has no milk for a cup of tea 
2682,negative,MOTHER FUCKERS. CHANGING THE ROTAS WITHOUT TELLING ME = NOT COOL. OFF TO WORK. 
2683,negative,why can I not add my boyfriend!!!!! 
2684,negative,"arghhhhhh , can`t put a profile picture here , so i`m sorry guy`s , don`t know what to do now  "
2685,negative,@lolzitsmel  Paranormal was pretty good tonight!
2686,negative,@Glinner Don't think that's the right username for Mr Brooks 
2687,negative,Its a grey day in London come back sun all is forgiven 
2688,negative,I HATE WINDOWS MOVIE MAKER....  SONY VEGAS COME BACK!! I cant download it anymore. My brother banned me from downloading.. ? (
2689,negative,i cant stop laughing @ this burger king commerical.....im so easily amused  
2690,negative,@davidkudrev It's just a pity that Facebook Chat has exceeded even MSN's amazingly level of unreliability! 
2691,negative,Pity I'll have to remove it because it's irrelevant. 
2692,negative,Hubby has such a tight scedule for us during easter vaca that its stressing me out... 8 visits all over Denmark in 6 days 
2693,negative,"@rickrodgers just kidding man. RIM doesn't even have a sync client for Linux, and the opensync package sucks  at least it can charge lolz"
2694,negative,..... Oh and my agents had me booked out the wrong days.  X1000000
2695,negative,"going out with josh, of course i broke up with will but was it the right thing to do???? i feel so bad  so confused..."
2696,negative,i wish my new glasses weren't so expensive 
2697,negative,Yummy pizza for dinner. Top of mouth burnt now though 
2698,negative,Literally spitting blood. 
2699,negative,im just a little bit bored down here in warrnambool  only so many animal docos you can handle
2700,negative,Wordpress is being a bitch-ass bitch! Otherwise there'd be a new Silence remix up 
2701,negative,@casasteve VW forums are a nightmare for that. Enthusiasts on forums always results in politics and bitching! 
2702,negative,is awake at a sensible time and is doing alot of coursework bohoo 
2703,negative,@Schofe That sounds like a great show! Shame I'm at work 
2704,negative,@Wyldceltic1 so i read! i'm glad you're doing better. 
2705,negative,@emperoremil yup. I'm at work. I'm on midshift na e. 
2706,negative,@burjz UGH I DIDN'T MEAN TO SIGN OFF and then when I got back you were gone 
2707,negative,My baby's heading for Perth 
2708,negative,uh D: why did the dentists hurt today. holy crap i feel like my teeth are all about to fall out 
2709,negative,Nobody will let me make one giant cookie 
2710,negative,going for a ride i hate my legs 
2711,negative,feels sick and needs foood. i cant find my camera anywhere!  last night was good. lindsay's house is pretty ruined eek.
2712,negative,"@omkar_kurode : you won coz i created &quot;avenues&quot; for you! and yeah, i made the mistake of choosing TANGO over ZONE "
2713,negative,Sometimes YouTube has no sound on Ubuntu 
2714,negative,cannot find her phone 
2715,negative,"might have to go to hospital on my foot for an x-ray, have to wait for the doctor to call me back to confirm, I HATE HOSPITALS!!! "
2716,negative,Ahh sorry ya';ll for not being able to twitter from the show my phone so did not work in there at all  But brit was amazeing....ahhh
2717,negative,"I'm so damn tired today, actually I need to take a nap when I'm at home but there's no time "
2718,negative,"Just woke up, tiresome times "
2719,negative,"@Heromancer come back to orlando again sooon! i couldn't make it to the show, sadly "
2720,negative,wishes Restaurant City or Pet Society could be ported to the iPhone/iTouch.  http://plurk.com/p/n0lb0
2721,negative,not twittering in the past 22 days obviously. 1:40AM and taking a small break from ochem. 
2722,negative,omg this bed is making me sick  i cant even sleep in it 
2723,negative,On our way to the hospital... please keep praying. 
2724,negative,just had a bowl of bran flakes and is about to ave a shower and do revision! 
2725,negative,@phillColeman I had it as low as 3.5 last night 
2726,negative,"@SarahLSharp oops, feel like i'm breaking a few hearts now "
2727,negative,@ShystieUK wish me luck gotta go london ging great olmand street for a appointment really scared  xxxx
2728,negative,"@__dev_dsp Hrm, your last two posts make it sound like I'm holding you back. "
2729,negative,@etnobofin even google translator does not get it 
2730,negative,"might have to go to hospital for my foot for an x-ray, have to wait for the doctor to call me back to confirm, I HATE HOSPITALS!!! "
2731,negative,"thi M4 v?  , cï¿½i ??u b? ?iï¿½n "
2732,negative,"I know I shouldn't feel upset about losing a follower. Who was probably a porn star or trying to sell me something. And yet, I do. "
2733,negative,ARGH...Firefox has just removed a Bookmarks folder - my SharePoint folder including all links within   No idea why/how
2734,negative,@delustre I wanna watch Dollhouse!  I haven't seen any eps yet. I &lt;3 Eliza Dushku so much lol
2735,negative,@KourtneyKardash I need get my beach bod back 
2736,negative,Just saw Dan off neighbours walking down Chapel street...random!!!! Feeling like they are going to fire me at work  any1 got a job going
2737,negative,@jansmells maybe you should stop being so lazy 
2738,negative,@goosed sorry for procrastinating while you were gone 
2739,negative,@macbatchelor Ah! won't be at rehearsal tonight  We are awaiting the imminent arrival!
2740,negative,"@clairefallen Nah, everyone! "
2741,negative,Snow in April? This sucks! 
2742,negative,@colbsi Flickr's not letting me view it - says it's private 
2743,negative,"@MissWyn I bet you are  I remember Easter as a kid was so excited, you'll have a great day!"
2744,negative,"@xambix wow, welcome home eh  that's well shit, especially just coming back off holiday!!! Some fucking people!"
2745,negative,@BlueEyedBomber EXCELLENT!!! Missed you Saturday night 
2746,negative,@Tiahn good coz you don't have to be there....bad coz you don't get paid 
2747,negative,"It was going to be sunny today, right? Why do forecasters always put my hopes up?  #fb"
2748,negative,@Ollien33 and @carousella - I can't    I have another doctors appointment at 9 and another one at 11. Sucks.
2749,negative,Still a bit sick  But working on 2 articles today
2750,negative,last 2 days in my nice little office. dont wanna move 
2751,negative,Doesn't want to go college  want to cuddle my babyyy
2752,negative,hmm shoulder is making some bad noises if i move my arm back and forth (i know don't do it!) fear a return to physio may be required 
2753,negative,@happyahma - welcome back! Sorry to hear about the ants. 
2754,negative,@rhyswynne That's a pest  Grr to spam!
2755,negative,"@ODannyGirl7 oh yesses.  i have &quot;road rash&quot; all over my hip.  lovely, ay?  i so ROCK!"
2756,negative,@whyvee Welcome home! Sounds like a hell of a journey back 
2757,negative,"got an offer to go camping at fraser island for the weekend, would jump on the offer without a 2nd thought but it's forecast to rain "
2758,negative,"@latexfetish Sadly that's not a feed  For Wordpress a feed usually would be bla.com/feed/ or bla.com/?feed=rss2, but those two don't exist"
2759,negative,"@kristenkreuk fiuhh, nice to get info from you, i'm one of your fans from indonesia. and still waiting for your movie in my country  thanx"
2760,negative,don't want to leave college 
2761,negative,I cant give up smoking... I tried but it's not easy.. 
2762,negative,http://twitpic.com/2y6z6 See where we've been moved too.  #dwsr
2763,negative,"@tayswift - I was up at 3AM   btw, congrats on winning album of the year. You deserve it, I can't not shed a tear to White Horse!"
2764,negative,"@Hedgewytch oh that's horrible about Innocent Smoothies! we love them, but if they start putting rubbish in them   "
2765,negative,I can't sleep. There's a fight outside. How inconsiderate. I wanna go SLEEP! 
2766,negative,is frightened cos its spider time.. i hope the flat repels them as i unfortunately haven't got a man to save me 
2767,negative,"Having casual, unprotected tweets with twats I'll probably never see again. My mom will be so dissapointed "
2768,negative,going out sidee in dee cold. 
2769,negative,has insomnia and a headache 
2770,negative,"@virtuallin I actually really like Taub, for some reason. I thought the bromance with Kutner was cute. Still... Kutner. Sigh. "
2771,negative,Watched Smallville 8x18 last nite http://twurl.nl/iyar6d ep could've been so much more but yet again the decisions made fail to impress 
2772,negative,last time i watched this movie it had this huge epiphinal line that was exactly what i needed. now that i need it again i can't find it. 
2773,negative,@jazred87 i told you if I caved I'd end up abusing it... much like I do Facebook. It's because I don't have any real friends 
2774,negative,cannot upload my pic 
2775,negative,My personal Web site was hacked.    What should I do?
2776,negative,When will i finally get over this cold? 
2777,negative,I really hope I suceed 
2778,negative,Bugger its all good today!  Might have to error check things then 
2779,negative,Currently wishing I could have more of the treacle sponge and custard that Louise made me last night while watching Order of the Phoenix 
2780,negative,"Reports from Italy: 179 death, 34 missing, 1500 injured  #Italy #Earthquake (via RAI http://tinyurl.com/c5mja5 )"
2781,negative,"You know what sucks? Finding out I have a burned out tail light when the stores are closed. Plus, they are not open before I work. "
2782,negative,G'day. At the evil highschool right now 
2783,negative,"rain ruined the Malaysian GP - not much fun, neither any money from it ... "
2784,negative,@Ajiee thnx ajeng! I will have to skip that class  im totally unprepared!
2785,negative,On my way to Chicago finally; Connecting through London now and will be home for 5 measely days and then back out again...  
2786,negative,@maxime68 Darn! Can't open it on my work computer. Not supposed to have fun at work  But thanks anyway!
2787,negative,"@Janelle76 i want a phone that i can FB,MS, and twitter from!!!! "
2788,negative,@keongzai assign someone else to do it... or eff it and do it yourself 
2789,negative,Off to the hospital soon. Kinda sucks I'm not allowed to eat anything  x
2790,negative,Doesn't like how much UK postal prices have just gone up. Now costs 20p more to mail a Black Velvet to USA/ROTW &amp; 10p UK. 
2791,negative,"4 days in York - nice place. photos coming soon. Feeling sick now though, and I'm back at work "
2792,negative,@davenavarro6767 was wondering where you'd been? You've been so quiet these days. Miss the chatty Dave 
2793,negative,@alystoe  I hope you are okay
2794,negative,"Is at work, thinking how much graveyard shift sux "
2795,negative,Last day of work before I go on holiday... argh... got fuck loads to do 
2796,negative,I snickered for like twenty minutes thinking that was the awesomest name ever. 
2797,negative,I don't know how to use this thing and my stupid picture won't upload 
2798,negative,madre is grinding on me this is gonna be a long week 
2799,negative,"@ThomasGudgeon Well yes, Shame that you can only get the plastic one for the first generation. "
2800,negative,i think my tweetdeck is failing me 
2801,negative,it still hurts 
2802,negative,@McKayla_JB HEY. LOL. BTW U Know How To Upload A Picture? I tried But It Never Shows  XO
2803,negative,working at home 
2804,negative,it's sooo super duper cold 
2805,negative,@MisterSkull awwwwww!!!! What a shame you're miles and miles away 
2806,negative,just spent the last half hour making a playlist for tonight... it's going to be a long night 
2807,negative,@NattNatt81 You doggie dazzler!! im trying to work a bit today  if you want we coule pop ovr and say hi later?
2808,negative,oh but damn..fried screwing up me lunch 
2809,negative,Getting ready to leave Cali....I DON&quot;T WANT TO GO HOME!!! I wish I could just bring my kids here!!!     
2810,negative,has a maths examen at 1 o clock 
2811,negative,@RyanSeacrest Tie bar!  I missed it on Wednesday. 
2812,negative,"@nickdawson Hope your knee feels better quickly, though, after having been on it all night. "
2813,negative,I am wondering why my lovely wife doesn't check or respond to my tweets 
2814,negative,"But of course, the document with the important tables in it isn't published on the internet "
2815,negative,Love is a joke with no punch line 
2816,negative,"@jona_thin sorry, must of left a corel install cd somewhere in you room then.. "
2817,negative,"I went to get a coffee but the kids got to the milk before I did, now I have a can of coke instead "
2818,negative,Yoghurt overload 
2819,negative,"@orangeflowers me too, its scary not the clutter but the unclean  pain keeps me awake lately, but shld start subsiding in a wk or so"
2820,negative,Good morning world(s) - We got snow again! 
2821,negative,Throat killing me and missing gordon 
2822,negative,fighting off the hungries 
2823,negative,@Willie_Day26 Can't sleep!!!! Its 345 and I have to be at work at 830! Don't know what the problem is 
2824,negative,@ArtemisIII Aw sorry to hear that!  I don't know what I'd do without jeans in Winter
2825,negative,miss kabalin hates me 
2826,negative,Stuffy nose. Its preventing me from sleep.  any remedies?
2827,negative,went to bed at 8pm and now wide awake at 4 am. I don't have to be to work until 8:30. This is going to be a long day 
2828,negative,@rustyrockets i tnk you need to make me smile today! because you never ever write back to me but you do to everyoneee else  x
2829,negative,Itchy eyes...grass being cut...oh-oh. 
2830,negative,my damn filling just fell out!!!  Half of my tooth is GONE!
2831,negative,@daftasabat I needed a lie in lol. I haven't slept for more than 6 hours in a few days now. It's killing me! 
2832,negative,Just watched Grey's Anatomy. I cried.  I will be writing now. I miss Meg. 
2833,negative,I hope not all is lost *sigh* 
2834,negative,going to look for curtains. 
2835,negative,yesterday was a bad day. found Bernie Mac died last year  where was i??
2836,negative,is she still up ?? is she is then u shud be online.. dunno how to find out 
2837,negative,"@outoutout dunno..I've emailed their website + a&amp;r, sent a tweet, but no replies.They've probably got bored of fan-remixers bugging them "
2838,negative,"Wishing I could get some sleep, but that probably isn't going to happen tonight "
2839,negative,Riry is being a pain and nomming on my hand. Should not have sprayed her with that cat nip mist as a joke.  now she is craaaazy
2840,negative,@Silverlines aaaah.. jadi tiba2 pingin butter sugar toast huhuu 
2841,negative,Thats messed up 
2842,negative,"@jennnnie yes, and the next project's wool is hiding from me...it was there on friday when i went to craig's place "
2843,negative,Why do those project reports for school need so many words.. am 700 words short 
2844,negative,@InspiredWriting I love how I can - could - easily read and tweed while working. With twitter.com I'm reloading all the time 
2845,negative,"@teleken Unfortunately, I don't. sorry  Hopefully you do find someone who can, though!"
2846,negative,Hang on. Does anyone use fax machines any more??? 
2847,negative,@drjackdr oh did you see the disaster? really an horrible situation 
2848,negative,"just put a bid in for signed panic at the disco poster, unfortunatly the fall out boy one is already over my limit "
2849,negative,@antzpantz well I obviosuly missed evcery single one 
2850,negative,"@jordynhill7 oh i cic, so much meaning to that ring. but i have a feeling i'd lose it "
2851,negative,"@lissie45 sorry, just saw the post, signed up even before i finished reading lol....these guys are gold. feel bad for those who paid 600 "
2852,negative,"i just did the sweetest ol boy, he was 88 and telling me about when he was in the war "
2853,negative,"@swellvintage A lot better today, thanks! Unfortunately being sick did not mean loss of apetite for me.  x"
2854,negative,@sminchin1977 sorry to hear you're unwell.  It's the school holiday syndrome again 
2855,negative,Is waiting for the scrappers to come to pick up his old Saab 
2856,negative,everyone hates me so much  
2857,negative,does not know how he got home last night 
2858,negative,4 hours laying down on a flattened bean bag FTL 
2859,negative,and it was a great song too 
2860,negative,ooo Dr Who is on in HD...... ok ok I'm officially a sad techy geek 
2861,negative,"Valium, I needz it "
2862,negative,@SeptMourningM Texas is far from phx! LOL  what part?
2863,negative,@LuckyRivera and it was a great song too 
2864,negative,ouch my toenail... aaaaaaaa 
2865,negative,Babysitting This Morning  Stiil It's An Excuse To Watch The Chute On CBBC.
2866,negative,Man! Did I had a wacky dream this early morning .... loggin here ... looks like ATS is spamming me with updates 
2867,negative,I was in such a good mood this morning. Now? Not so much anymore. Stupid work! Stupid cellphone provider! 
2868,negative,i still cant understand linked in. what sthe point of it again? just got bakc from shoot. bloody exhausted. i need a hug 
2869,negative,"Forgot about shitty co-op, ugh. "
2870,negative,Is looking for a dress for her friend but can't find it 
2871,negative,enjoying lunch at the lake of constance - uh that would be cool! but impossible 
2872,negative,"I really want a new job  not particually a better one, just a new one...."
2873,negative,@shaundiviney  I want pizzaaaa. 
2874,negative,windows mobile doesnt allow me to write the stack pointer 
2875,negative,Need to go and do some college work and then go to work having had no food  !
2876,negative,"terrible toothache, feeling very grumpy. 44 hotels to write about in my work queue "
2877,negative,PyPI fail: Installing Markdown with pip and easy_install downloads the Python 3 version 
2878,negative,y isnt it as sunny as yesterday 
2879,negative,Deadline ahead 
2880,negative,"@karinhoegh So true. I love Frienfeed, but there are so many cool apps out there that delivers value and so little time "
2881,negative,damn!!! I m missing twitter... have been very busy off late and have not got enuff time to be active on twitter...  missing all d action!
2882,negative,Why must we continue to say hurtful things? When can we be at peace? That's all I've EVER wanted!! Grr 
2883,negative,@savicevic Aww.  I won't be that roommate next year!
2884,negative,bye every one im going to stop being a 3tfan   i cant do this any more im a fan only becouse i want to date taryll and he dosent want me .
2885,negative,"@ianmack First season yes, descended into creepy teen boy humour in season 2  Still &lt;3 Mulder/Moody though."
2886,negative,"@iphoneincanada no wait, their $10-cheaper package has 150 more voice minutes! It's cheaper and substantially better! Messsedd upppp! "
2887,negative,i suck at making jelly cakeeeee. 
2888,negative,@swati121 SWATI!!! omg i missed you soo much  have you heard the new jls song 8-) ahaa youre probs all jetlagged right now...
