,Tweet,Sentiment
14353, I`m not giving up http://bit.ly/SnjEn,positive
14355, Wonderful! Let me know what you think. Not light reading,positive
14356,"_Holden I must admit though, part of me didn`t want her to get through so she wouldn`t have to put herself through all that again.",neutral
14357,Traffic backed up inbound Lincoln tunnel,neutral
14358, OMG!!! That`s a nightmare,negative
14359, Our raid leader made us run drills to practice switching,neutral
14361,Getting ready for work.,neutral
14362, I feel lost...  I keep running (in my head) from staring faces.. haha. basically:Headache & eyes hurt,negative
14363,Wondering if i cld make things any worse than they already are... answer.. JUST DID!!!,negative
14364, good luck!!  OH and I are playing inthe mixed knockout this week. Playing the pros 14yr old son playing off 5 & top woman off 6,positive
14366,facebook is being a ****,negative
14367,Sad because i cant go over my friends house,negative
14368, Jealous I wanted see that film,negative
14369,"Yep, lost my bet to chris",negative
14370,"Messed on these   But I`m makin` it right! , ,  Best Holy Day wishes to you all!",positive
14371,just found out my friend`s dad passed away yesterday,negative
14372,why do i even bother anymore? Everyone is makin me feel like im a waste of space,negative
14373," Hm, maybe Louise Rennison will break tradition and it will be out in October instead  I always order the UK versions anyway",neutral
14374,is cursing AB`s wardrobe handles. One drew blood,negative
14376,Been job hunting for days. Media and non-media jobs. No lucky  Anyone know of anything???,neutral
14379, Just investigated whether I could change my username to Ermintrude - someone`s already nabbed it,neutral
14380,attempting to count the days till i return to canada...theres alot of them,neutral
14382, What happened to Dave?,neutral
14384," Not sure, but I CAN tell you what happens to a pre-chilled watermelon that you leave in your car  *in TX* for a week!   NOT GOOD",negative
14385,Just got a call from my Realtor saying I have another showing on Sunday. No offers yet  but at least there is a lot of interest.,positive
14386, Oh no!  I hope you find your kitten,positive
14387, i like it,positive
14388, - whoa. 'sack chasing whores' ? that is soo out of character for you to say that...  bring back my sweet Superman,neutral
14389, not an easy place for me to access   Task-based ux is something I`ve been thinking about. I`d like to hear the criticisms.,neutral
14390,i am braid free  i miss thee ... BLOND HERE I COME!!,neutral
14392,"I`m so sad, really really sad",negative
14393,_x How did your Geo ISU go? I swear I just had the worse day ever..,negative
14394,i really cant take this.,negative
14397,_in I loved that movie! And I miss Raul Julia.,neutral
14398,Damnit Day 26 is at Northpark mall..I use to live near there  someone steal Mike for meeee!,negative
14399,&not gonna lie. it`s 60 degrees in here. thanks for leavin me your sweater molly. brrrrr,positive
14400,I hate how MS makes me feel. I can`t control my legs 2nite & am in too much pain - it`s driving me crazy  Anyone else get those moments?!!,negative
14401,I need some DRANK & 'GRAPE KONTAKT' from my girlies  lol SOOOO SERIOUS!,neutral
14403,no one wants a #VirtualKiss,neutral
14405,_Ellen and she`s 9.5 and a rescue.. bad hips.    She deserves pampering!  She`s full of life though!!,neutral
14407,scary cape guy,negative
14408,"Yesterday I didn`t do much because I was just lazy, but today I don`t feel so good.",negative
14409,  still no direct message for me. what the hell am I complaining about? i`ll c ya in 27. if u don`t answer i`ll ask in 5*.,negative
14410,"Why do i never get to see my paychecks? It`s not fair, the second i get them they`re gone!",neutral
14411,__Cullen_ lol  emmett wont do a dance off again,neutral
14412, will the presentations be available online during the meeting?  The poster discussants are going so fast I can`t write fast enough,negative
14413,EMO moment!!  Just said good bye to my best friends EVER! But we`ll meet again for sure!,positive
14414,OMggg. i just heard someone is gonna die on the new season of the secret life of the american teenager  noooo.,negative
14417,thinks his haircut isnt as bad as it looked yesterday.....  - still bad tho!,negative
14418," unfort, i can`t DM you b/c ur not following me",neutral
14419, lmao back in queens now,positive
14420,my little sister told me i have a double chin  aww,neutral
14421,surgery effin hurts,negative
14424,At least it`s Friday...working `til 1:30AM,neutral
14425,I was expecting the sun to come out today. I guess that`s not happening.,negative
14428,wants TFA back.  http://plurk.com/p/x2rgl,neutral
14429," im sick  if i wasnt, id be at the show with ya!",negative
14430,"My boyfriend just broke his wrist, now he might need surgery  im so nervous",negative
14431, all is quiet in twitterland 2day.,neutral
14432,just saw UP  it was a cute movie (:passed by a place called a peasants kitchen. wtf? that names kinda sad,neutral
14433, probably.  sucks for you.,negative
14434, *fretful look* Okay. But I think it`s mumbling something. It`s a bit muffled under the hat but it sounds like 'I need Lactose'.,neutral
14436,I need help Twitter world! Orange theraflu pills...are those going to be the drowsy or non drowsy?,neutral
14438,"Im so done with this cold. I really wanna go out tonight, but i really dont feel like it.",negative
14439,  Wow that is a scary statistic,negative
14440,I hate when a program freezes during installation.,negative
14442, We decided I`d probably forget I had it in my pocket and sit on it by accident,neutral
14443,"Omg, little kids with cancer is the saddest thing ever",negative
14444,"loves surprises, but is never surprised",neutral
14445,  Linda ~ What do you mean by your last post??  It doesn`t sound good,negative
14447,Lost a battle with the couch....phone has been blowing up,neutral
14448,"http://twitpic.com/67jq9 - i`m really missing this place  my grandparents are living there, on the calm country! but im coming to them ...",negative
14449, The little weeping nervous girl was put through... along with a 12 yr old quite good dancing boy. Greg the lovely singer came 3rd,neutral
14450," today 'sonny with a chance' came to brazil, i loved it!! you`re amazing <33 please reply",positive
14451, oh that was said perez,neutral
14454,new project @ work,neutral
14455,miss him way to much... just cnt stop thinking of him   nite nite folkkz...,negative
14456,"Oh insomnia, I hate you. I`m bored of staring at my ceiling, cano go sleepnow please?",negative
14457,OCHH ive got blister on my foot over the sun today its soo sore  i supose yas dnt care hah just thaught i tweet it anyways,negative
14458,  hired all the smart monkeys for e-mail marketing...,neutral
14460,i`m a little sad that school ended today i`m moving so i`m going to miss all my new friends from this year.    just got a hair cut,negative
14463,There are bugs attacking my laptop,negative
14465,Soaked in the rain in 30 seconds and I wasn`t even hiking 8.4 miles with 2.5 miles in the rain like last weekend.,neutral
14466,"Holy cow! Archie Andrews finally marries Veronica Lodge.This is not what I thought will eventually happen in my 6th grade  Awww...bad, bad",negative
14467,rec game....trying not to cry...the pain is to much..i need him...can`t lose him </3...my heart is breakingg,negative
14469, so sorry to hear that,negative
14470, Not sure yet... they said we`ll see,neutral
14471, how come? i want pizza,neutral
14472,ugly girls always insist on making ugly faces!  ugh!,negative
14473, Omg same here! They hurt so much,negative
14475," super but I caught a cold on the plane.  not as far forward in line as I`d like, but the extra sleep was dearly needed.",neutral
14477,i`m so hungry,negative
14481,_01Xx   dont leave us !!! whats up ? ****,neutral
14482,Home from China & back to work,neutral
14483," I gotta say, I feel bad for everyone in NKorea.  They`re starving, and they have a crazy in charge who endangers them daily.",negative
14484,I want to change my twitter name but I can`t think of anything,neutral
14485,my school is like the only one thats NOT on vacation.,neutral
14486,Feel hurt. in car. gonna watch a funny movie. someone talk,neutral
14487,"I hear it`s a scorcher back home - all we`ve got here are clouds  Back in the studio, maybe if we`re lucky we might get 2 songs done 2day!",neutral
14488,I wish I could just go for a drive..or a movie or the store..I just wanna be alone,negative
14489, Shoot! I voted and somehow looked over yours ... boo hiss. Forgive me   Have a great weekend Arik.,neutral
14490,   But  is right: This is like the Cape Breton coal mines but ++. No lessons learned.,neutral
14492," yeah, we`re on our way home",neutral
14493,sighs. where`s my candy,negative
14494,cof Cof Cof!,neutral
14497,Almost lost my phone.,neutral
14498,My brain hurts,negative
14500, Nope,neutral
14501,missed Britains got talent    gutted.,negative
14502,i dont know what gonna do on my lame fridaay  maybe see me with my besties!!,neutral
14503, Oooh you just spoiled my teenage fantasy,negative
14504,This thunder is scaring the hell out of me...geez...I HATE THUNDER  we better not loose electricity... #fb http://myloc.me/2144,negative
14505,Awe i feel so left out,negative
14506,maaaaan last night was a funny night! sad aswell tho,neutral
14507,I am sad today,negative
14508,"Awake again , I give up , I`m going to ready for today",neutral
14510, Why so expensive,negative
14511, Sorry. Not unemployed.,neutral
14512,Just ate at chipolte... Ate more than i usually do... Now i`m ew full... Not content full but ew full...,neutral
14513,it`s sunny but i`m bored  sad call or text me,negative
14514,Work...work....work....,neutral
14515,Just saw my boo he went back to work now time to do my hair but it`s going to rain WTF,negative
14518,_Souljaa I couldn`t eat 2,neutral
14519,history project,neutral
14520,i`m kinda sad of being alone all the time i miss my brother  and my friends suck i mean no one has even called me in 2 weeks,negative
14521,"@_CorruptedAngel my god, really! Really? 50? Christ",neutral
14522,"Ok, so I know it`s nearly 10:30pm here but  made me want some ice cream... I can`t get the Italian stuff though",neutral
14523, lol! y does ur tweet sound like ur voice yelling at me  lol!,neutral
14524,Twitter has been foking up for me today arg!  1 and 1/2 hours of work till the weekend! Woooooo,negative
14525," That`s awesome man. ****, I should of sent you an affiliate link.  lol. oh well.",positive
14528,"Have to wait till Friday to pick up my Visa for China- not as expedited as I would have hoped, but at it`s done   #geeksonaplane",neutral
14529,At shakas againn. No 2 dollar salads here,neutral
14530,"_zaboo its ok, it just hurts abit i thought i was doing a good job... if i was rude to people i could understand...  x",negative
14531, so jealous,negative
14532, i wish we had sun lollies for me to get addicted  what flavour?,positive
14533,Happy its the weekend...LOVE has knocked me down ya`ll!!!,neutral
14534, Aww that sucks   It wasn`t that long though but Dianne was SO cute as usual <3 Hopeflly some1 mite put it on youtube :S,neutral
14535, FATTY! omg i just found the worst **** out and idk what to do i need to talk to you!! hopefully i see you when you get off work.,neutral
14536, there`s just no air,neutral
14537,"_Devil1 Big Brother quiz?  What?!  I`m too busy rocking out on Guitar Hero, I didn`t notice any such thing",neutral
14539,what a day!!! motorways and trains noooootttttttt fun,negative
14540, Do you not like turtles?,neutral
14544, and now they are one. To become a bigger pain.,negative
14545, I miss you...  come over and say bye before I leave!!,negative
14546," Had lunch at Bittercreek, they were out of Hopnoxious  Had Sweetgrass IPA tho, so all is still right in the world.",positive
14547, aaawww  no worries fresh start to work on growing it out again,positive
14548,Not looking forward to the upcoming week...My better half will be gone all that time! It`s TRULY GONNA SUCK BIG TIME!,negative
14549,"christian lacroix, and one of our on-off clients, gone bust.  http://tinyurl.com/kv653j",negative
14550,Didn`t realize Animal Kingdom closes so early at 5:00 today. Now I`m stick in the exit traffic,negative
14551,I`m a senior. I should of been already.,neutral
14552,"srsly, BGT, joke maaan. how lame. ughhhh work tomorah have to get up early",negative
14553, babe u aint been reading my tweets- my phone has fallen apart. My new on comes nxt wk. The track ball keeps fallin out my phone,neutral
14556, small? we cant choose?,neutral
14557," Thanks, I found the link http://bit.ly/uxOFO  , however I think you need to be a customer to download it",positive
14558,Ugh... Waiting.... Interminable...,negative
14559,Oh god! The cheesy disco music has started and everyone is getting up on the tables  i need more wine...,negative
14560,So jealous im not at asylum right now,negative
14561,Starting my 2nd shift! Im going to miss like an hour of the lakers game!,negative
14563, i want chinese food really baaad.,positive
14564, Hey! That`s about what ours was... for round 1. :/ Round 2 next week...,neutral
14565,Today is lame because I am not in Orlando  I am soooo looking forward to NEXT friday,negative
14566, who will we make fun  of?!?!,neutral
14567,Was supposeddd to hang out with al but her mommy wont let her  now what to dooo? Blah. Hahaha,negative
14568," Awww, it does remind me of getting ready for the ball.",neutral
14569,annoyed the #ppt didn`t save my changes.  When I explicitly saved.,negative
14570, soz i neva saw this message till now...if u add then delete me i cant see any messages uve left on my page,neutral
14571, aw poor u   DON`T let her get 2 u just ignore her n keep ur head held high she iz just immature lil girl lol,negative
14573, can you get catacombs ffrom the cinemas? i tried to get it from my local one a little while ago and theyh didn`t have it.,neutral
14574,@_JAYYTEE yea i knw,neutral
14575,Last 3 days of school....I`m sad but happy but anxious.....,neutral
14576,"  I was lucky, my mom paid for everything for me. I`ll take you shopping!",positive
14577,"stupid Folkestone cinema is only showing Star Trek 3 times, **** them",negative
14578, i have started saving my Tumblr drafts because that happened to me this week and i was so sad,negative
14579," no he sabido nada de ti, this is making me a bit sad I must say!",negative
14580,yeah me too.,neutral
14581,In a period of exams days are for study and nights for study and sleep... no funny time...,negative
14582, I`m dying to read it!  I hate England.,neutral
14584,She is beautiful . But don`t feel badly. Some neaby grans see grandkids about the same amt.   Can`t go to them = out of luck,neutral
14585," Welcome to Glasgow Felix, sorry I cant be there tonight",negative
14586,"Looking to sketch final catwalk outfit, i really REALLY want my long pink hair back. i also want to dye my models hair pink not allowed",positive
14587, britains got talent is rather disappointing this year,negative
14588,missing bham,negative
14589,Terminator Salvation... by myself.,neutral
14590, Ryaaaaaaaaaaaaan  http://bit.ly/SnjEn,neutral
14591,No more spending the day chatting with Steve on the computer   Now what I am I going to do at work?,neutral
14592,OPS sorry  Queen Mom,negative
14593,http://twitpic.com/67jzp McFly concerts through the years [H]... Don`t have my `06 one though  :/,neutral
14594,I`m really mad at the world today. Today is just a sucky day.,negative
14595,"My sister is having a stupid party && I wanna hang out with my friends, but hilly won`t txt me back...",negative
14596,I want some pineapple! I miss my baby,positive
14597, so i spoke too soon.... & my weekend may be delayed for like 20 more min  aaaah i gottaaa get outttt of here b4 i lose it,negative
14598,"Colleague that 'helped' by creating his unit`s site in iWeb was NOT helpful. Trash code, 24 CSS files for a 4 page site, no optimizing.",negative
14599,that `preview` of a trailer for new moon was a joke...14 seconds. still watched it tho. twice. lol figured i missed something! still sick,negative
14600,I`m completely exhausted thanks to yesterday.  Can I go home yet?,negative
14601,ah my tummy hurts  **** starbucks sugar/chocolate/caffeine,negative
14602,My sunburn itches  ouch,negative
14603, - Welcome to Minnesoooooooota. Free up some time this trip to catch up! Won`t be at Cliquot Club though; they closed,neutral
14604, If only we could ever actually be allowed to stay here and do that,neutral
14605,Oh no it`s storming... gotta get off the computer.,negative
14606,i`m so tired,negative
14607," its like a little adventure, only Im kinda worried about her, and I cant take the bus to where she is cos my oyster is broken",negative
14608,  I will. tell him I said happy birthday tomorrow too. is you talking about raymond?,positive
14609,gear troubles all day long!,negative
14610," hiya, hows your week been?? just tried to DM you but your not following!  x",neutral
14614,the tummy monster hates me,negative
14615,Game 6...who wants it...u already know who the league wants,neutral
14616, Im not bannished... but I am at work till 6,negative
14617,"wow my grandma passed away....I`m too sick to even think, I know she`s in a better place now",negative
14618,"_Marls Nah I got bare work to do, 3 weeks left and I`m bare behind",negative
14619,  i know i`m changin it again,neutral
14620, Agreed! Though Eclipse apps hinder collecting the heap dump by catching OOME. Had to muck about in JConsole,positive
14621,"Mobile phone check-in? Another fail! American`s service came close, but crashed at the gate. I`m now 0 for 3.",negative
14623, Just the mother of all bad days,negative
14625,i think they are working why eyes are drooping  its so weird being under drugs i dont like it ... cant wait for tomorrow though,negative
14626,Went to get driver license and car licnse plates renewed.  My mechanic that does inspections out of town today.,neutral
14627,"Cupcakes, creme brulee, tiramisu~ I want some sugar",neutral
14629,I wish my sister lived near me,positive
14630,Toy Story 3 trailer premiered with Up. I need my computer back.,neutral
14631,needs a new job either closer to home or worth the drive,positive
14633,i wonder if there is a life after Alzheimer`s caring. beyond despair. poverty sux but commerce is futile. there is no description. mommy,negative
14634,_B_ Shes bad they won`t sort her out and is in a lot of pain,negative
14635, not if you have to be to work at six...,neutral
14637, no happy hour for me today,positive
14638,Hates that my a.c doesn`t work! Its so hot,negative
14639, OMG I WANT TO GO TO THE BEACH!!!,neutral
14641,Zach G. gets an extensive profile in this weekend`s NY Times Magazine. The chances of us falling in love are getting fewer and fewer.,negative
14642,Assembling/ figuring out this new alarm daddy gave me - SOOO loud  I think I blew out my ear drum,neutral
14643,Still working,neutral
14644,Work is an evil ****. That doesn`t let me check my text messages,negative
14645, i forgot the yardsale event! ooh how pity i am,negative
14646," -- No fair, I want a sticker but I just moved away from London",negative
14649, Part of an AR-15. Actually the only part of one that qualifies as a gun. You have to be 21 to buy them without parts on them.,neutral
14650,Wish I could go hear Mint Condition tommorow night,positive
14652,Watching Ripley`s Believe it or Not while eating=bad choice,negative
14653,i`ve got nothing witty to tweet,positive
14655," what on earth happened to wentworth`s page?!? i`m devastated, as i`m sure ALL of his fans are!",negative
14656,Greg Pritchard was ROBBED of a place in the final of BGT... Cry baby ****-face got through instead,negative
14657,oh my god!!! i cried so much!!! watch this guys from BGT  http://bit.ly/5t5Xz,neutral
14659," lol, don`t rub it in",neutral
14660,got to clean the bathroom today.,neutral
14661,Humidity is NOT my friend! Just ask my hair,negative
14662,_SUPRNATURAL  ok thanx very much u can send me the answer by private mail if u like but would be sooo cool wish i was in birmingham,positive
14663,I feel like poop. I hate being sick,negative
14664,_Brown theres a holy version of hell? lol...i cant stop. i need for it to be a trending topic!  be nice (*whispering #redmango)lol,neutral
14665, I checked.  We didn`t win,neutral
14667, haha i shaved all my facial hair off except for my moustache cause i thought it would be cool! But it made me look gross,neutral
14668,im so not feelinq this huqe **** pimple smack in the middle of my doom. it aint riqht man,negative
14669,Just lost my internet signal  how will life go on,negative
14670, luvvv it- but one aquestion-why isn`t there any full moon crazy tour date for toronto!?!?!?!!??!,neutral
14672,#iusedtobescaredof the girls in the year above me at school,negative
14673,i just watched Marley & Me...i cried so hard!,negative
14674,"just missed to answer his IM AGAIN! For the nth time! This is making me sad.  Whenever he IM (which is all the time), I am always out.",negative
14676, ugh! **** it. Today doesn`t look like it`s going to work  i`m sorry,negative
14677,I`m craving something salty in my mouth!  Tired of pretzels tho.,negative
14678,"aww, anyone see hollie steel on BGT tonight? wharra shame",negative
14679,http://twitpic.com/67k9w - - My besties. If only  was there.,positive
14680,"Is there a way I can sleep for the next 8 or 9 days? That way when I wake up, she`ll have returned & I wouldn`t have missed her SO MUCH!",negative
14682,gymnastics time.  My last night for teaching Friday evening classes.   New summer schedule starts next week.,neutral
14683, nah i understand you cant cancel i just wanted you to come,positive
14685,AP: North Korea could opt for devastating land assault... http://tinyurl.com/nmg9ht (via _Report) Scary talk to say the least.  mm,negative
14686," hey kellie,how are u?I FEEL HORRIBLE!",negative
14689, i like it and all butttt your not going to have it at the august 7th concert which hurts my feelers,neutral
14690,I am so sick and tired of this on and off rain,negative
14691,Was eating a manderin. But it`s all gone now!,negative
14694,AHHHHHHHH!I can`t get miley to notice me......,negative
14695, My stay was great! BUT my mother gave me the cold/flu before I left and I still have a cough...,neutral
14697,wishing i was karen from will&grace,neutral
14698,im cleaning listening to fiona apple then off to a birthday party!!!!!! i cant believe that im 25 already,neutral
14699, actually was planning on working @ w12th but alas meetings kaiboshed that plan,neutral
14701,It`s 10.30pm on a Friday night and I`m going to bed. How pathetic.,negative
14702,  That`s sucky. We`ll miss you being on.,negative
14703, I guess  cant request  the same song though,neutral
14705,jazzy we should be in vegas w A team,neutral
14706,I had fries and an ariZona at 1130 and that`s the only thing I ate today.  feeeeeed meeeeee,negative
14707,"To cap things off, the lower part of my back really hurts.",negative
14708,_fann coming up! Sowwy!,negative
14710,ONE OF THE WORST DAYS OF MY LIFE.,negative
14711,you know ur dog is getting old when she sits down to eat...poor hilly please don`t grow up,negative
14712,Heyy.thnxx.or.inviting.me.to.ur.party.rob.ill.be.down.there.on.june.24th.ill.miss.u.when.u.go.to.italy....   <333333333 txt.me.hon!!!,positive
14714, http://twitpic.com/624qo - but a brown snake bit my duck named Elvis  anyway ahaha Elvis is soo cutee!! And so is Nicho ...,positive
14715,Going to work,neutral
14716,Nooooothing to do tonight,negative
14717,Ohh boy my babys tooth came out !,negative
14718,Princess Sakura is MINE  therefor i want to use it on TJ! grr,neutral
14719,I am in so much pain I really don`t feel too good. Couldn`t eat my dinner,negative
14720," Yeah I just accepted UBC`s offer last night, but I dunno if I`ll still make it in because I`ve been slacking off a lot lately.",negative
14721, broken  I can`t c it,negative
14723, I`m not a hobo.,neutral
14726,crying to A Walk To Remember as usual,negative
14727,on my way to work. I`M SO HUNGRY!,negative
14729,It`s been 2 days without gas...the gas company turned it off to do maintenance. I can`t cook.,neutral
14730, really has anyone got through to the finals yet? yeah was it i was stuck in class for most of it  loveyoufletch xxxx,neutral
14731,_simple_girl  I have to miss the festivities this evening.  Heading up the hill and won`t have internet and no BB service.,negative
14733," wish we could have surprised them and gone to H, but just couldn`t work it out.",neutral
14734,  you are disappointing me......,negative
14735, I don`t think  will want to come back  (guys read your dms),negative
14736,At the DMV uhhhg!,neutral
14739, that wasn`t nice,negative
14740,Working 930a-730p today. 1.5 hour lunch..8.5 hours work. Overtime = good. The fact that I`m already dead tired = very bad.,neutral
14741,"Back @ home AGAIN .. bathing kids, ironing clothes for hubby .. nephew`s graduation tonight! I remember when he was 2!",neutral
14744, mine do it no matter WHO i`m on the phone with!,neutral
14745,went to see the dentist. can`t eat and im starving. really sucks.  and ist`s painful.,negative
14746,"have to change practice pools, someone threw up in our normal pool",neutral
14747,ha im so glad it stopped raining.  my umbrella broke today,neutral
14748,Is trying to recover from a broken heart....yet again for the 2nd or 3rd time,neutral
14749,did crossfit running today...agitated my right leg,negative
14750,have a biiig headache.,negative
14752,Bout 2 Miss Mah Lakers Play 2day...  This Orange Box Is **** Up The Rotation!.. Mah Real LA Fam.. Keep Me Posted!.. I LOVE HATERS 2!!,neutral
14753, I never was good at platform games...,negative
14754,I have started to fear weekends since joining German classes,negative
14755, Oh no!!    Hope they get you in soon and can make you feel all better.  Hugs from the other coast!!,positive
14756,just went to the dentist my mouth hurts and I can`t eat until 8,negative
14757,Been working so hard - its a drag not having time to tweet.!,negative
14758,Two week extension on contract ... I`m ready for it to be done,neutral
14759,My eyes hurt,negative
14760,ahh sore throat and tired. want to go back to bed. but have work,negative
14762,I wanna be at BEA as well!!!!   #BEA09,neutral
14763,Birthday tomorrow. Doing jack **** all weekend,negative
14764,"i miss the jokes and making fun of ppl and throwing ideas for songs, movies, and shows at eachother the most.  that`ll never go away...",negative
14765, i`m sorry  today`s been nothing but a **** heartbreak,negative
14766,sooo reluctant to study for finals right now.... but i have to,neutral
14767,woke up way later than I intended to today  Need to start getting to bed before 5 a.m. b/c this will be a bad habit to break later,neutral
14768,_casagrande haha thanks. but if it keeps raining i might not go,positive
14770,this darn cold just keeps getting worse  i bought some hayfever pills just to try out maybe i`ve had that all along,negative
14771,Well it`s official I have strep,neutral
14772, so afraid my daughter`s gonna write a memoir where i`m some ungodly mix of Miles & Betty Davis in All About Eve,negative
14773,no one calls me anymore,negative
14774,"is on her way to Seattle! Yay for Seattle, boo for Matt leaving.",neutral
14775,_Itx no credits for me unfortunately!,negative
14776, i wish i could meet you once  do u think this will happen someday? :`(,negative
14777,_Jen LOL - I know... seems that the whole fabric of our earth will now unravel - lol - I guess people have never seen bambi,neutral
14778,Best friend is leaving to go back to school today..I am so sad,negative
14779,"late for   sick kid at home, hope she feels better later tonite",negative
14783,Cough drops taste gross...blaaaqhhh,negative
14784,I dont like this random gloomy weather,negative
14785,  well hit me and we can see...it depends then,neutral
14787, You never write back babe.... my feelings are hurt,negative
14788, oh man! They better do something to fix that!! ugh stupid Verizon,negative
14789,My boss called me anerexic,negative
14790,"I have to go clothes shopping tomorrow  I hate it, but I have a serious 'clothes falling apart' situation here.",negative
14791,plus it hurts seeing sum1 you love falling for someone else!  not even kidding im wellllllllllllll gutted. **** ****,negative
14792,wishes people wouldn`t be so stubborn sometimes.,positive
14793,The heat is here!!!,neutral
14794,"Whoa, I didn`t mean to sleep for more than an hour",neutral
14796,is feeling rather lonely and broke...oh wait...I am lonely and broke.,negative
14798, Oh THOSE messages. Probably not,neutral
14799,I wanna see that movie 'Keith' with JMcCartney in it! It looks sooo good. But none of the video stores here carry it,neutral
14800,"Looks like rain again  Oh well, it will give me a chance to work on a new crochet pattern I have in the works.",positive
14801,Getting all annoyed cos this weekend`s going to be hot. I`m bloody working,negative
14803, no panasonic charger.sorry,negative
14804,He didnt leave a voicemail..  -121908inlove(:,neutral
14805," Omg. I am so sorry. Sorry, I never know what to say",negative
14806,"Back from the gym! I`m no expert or anything, but I`m pretty sure I am not going to be able to move tomorrow, maybe even in a few hours!!",positive
14807,Last day at DMA over!     a million sad faces.,negative
14808,Just drove by fisher and I feel so sad,negative
14809, no go on the bro down tonight for brett,neutral
14810, I hear you. I can`t think of a layout either.  lol I`ve been trying for i dont know how long.,neutral
14811,Going to buffalo wild wings to meet up with my best friends I haven`t seen in forever! Too bad I can`t eat the food,negative
14812, meagan rochelle 'the one u need' i would say 'cater 2 u' by he didnt produce that.,neutral
14813,i am on BLAZE and my head hurts.,negative
14814,Guys... a serious question. Which song do you like most of all your CDs? Be honest! I know you won`t reply me  <333 Maria,positive
14816, I want to hit that,neutral
14817,"oh, not just his IMs, but also from all my friends who IM me! This really sucks, I am always not around!",negative
14819, i thght i voted bt i dnt think it workd!  Whats the link 2 vote for u! Nobody deserves it more than u do. Ur so talented. I<3U,positive
14820, we r the lost troopers. But I want to know,negative
14821,don`t feel good,negative
14823, agree with you about facehunter  embarrassing representation. compare to swedes who all look like they were born stylish.,positive
14824, I thought all the Apple Store and/or Best Buy guys wanted on?!,neutral
14825,"Man, looking through and packing up my books is looking at my past lives. Feeling kind of sentimental",positive
14826,I wanna feel my chin,neutral
14827,had best get revising over da weekend got an exam on Monday for 2 hours!!!!!!!,neutral
14828,"It is so miserably hot, the a/c in my house is broken",negative
14830," Hey, I made us a house on the Sims! Oh and you have like a perfect balance and i`m always lacking stuff like fun etc!",neutral
14831," Hehe. Yeah, me too.  or I would totally write it. XD",neutral
14832, 4th... Please not! Maybe she`ll get 3 attempts and win tomorrow!!,neutral
14834,is allergic to you...Oh NO!,negative
14835,My breath is weezy.  No more going to knotts when you`ve been sick all week.,negative
14836,"I`m feelin sad, depressed, lonely, unhappy all at once. Rwhats wrong with me",negative
14837, I was in there earlier I`m not at home  I`m ok my iPod!,positive
14839,Feel like **** today   Got a speeding ticket 1st since 5 years...blows!!!!!!!,negative
14840,"And you could have it all, my empire of dirt! I`m in a&e with dad I`m freezing fully shivering Every1 else is warm  no fones allowed ffs!",negative
14841,My back hurts...really bad,negative
14843,"Hello and thank you for all of the #followfridays people. I always forget, sorry",negative
14844,"to be really really... not bored but bad, i won`t now the news  but thats ok. BRB x",negative
14845,"Oh please! I wanted to complete an unfinished tweet, and 5 tweets cropped up in between!  and now my tweet looks dorky.",negative
14846,I have a headache. Also we are dealing with a lice outbreak. My lovely hair has been affected.,negative
14847,I`m not sleeping at all until  accepts my appology,negative
14848,  hope your day gets better soon!!,positive
14850," Great service, but I find the time lag from time of posting to appearance on Twitter to be a small downer",neutral
14851,its raining! boo,neutral
14852,cba with exams! 17 left!,neutral
14853,: sorry forgot that,negative
14854,  you don`t love me anymore!,negative
14855," Sorry to hear that, dude",negative
14856,_1988 cool i wish i could av gone 2 da 1 he did where i live but i couldnt,negative
14858," Not at the moment, well i cant find it yet!  LOL",neutral
14860,I just spent 45 minutes at the book store. I only bought one book.,neutral
14861,missing  on his birthday,negative
14862, Never been to the USA before  It would be great to the cruise/tour next year. Whatever it is its gonna be a blast,positive
14863,_In_TX I know what you mean.,neutral
14865, ur Mom just called. Guess NOT. C U @ 5,neutral
14866, did you put a spoon in it?,neutral
14867, and added it to his collection. i was too much of a punk **** to ask for it back.,negative
14868,never part of these follow fridays,neutral
14869,"to be really really... not bored but bad, i won`t know the news  but thats ok. BRB x",neutral
14870,Cause these stupid people dont have my phone and my tummy herts,negative
14871,  u don`t know harajuku lovers?,neutral
14872, o iight we gonna miss you tonight,negative
14873,Need to sleep but can`t,neutral
14874,its raining,neutral
14877,http://twitpic.com/67kvt - my bestie leah  havent seen her in so long,neutral
14878,"i have officially hit the wall, totally nonfunctionalproductive at work",negative
14879,feeling like I`m gonna fall asleep any time now but I can`t.,negative
14880,Problem with my must do list is: once I write it I usually forget where I`ve placed it...1st thing on my to do list--find my to do list,negative
14881, I corrected myself,positive
14882,....yup stil at work,neutral
14883, Knock You Down is playing now...again!!! Cna my day get any better?? I love it!! How r u? Missed u,neutral
14885,****! tying run is on 2nd!  let`s hold em` Raiders!,negative
14887,Ugh cramps  and it`s hot,negative
14888, Ugh my trousers do that too and I`ve never found a way to combat it! It`s so weird,negative
14889,that little boy that drowned yesterday lived in our subdivision and went to nicoles school. so so sad.,negative
14890," yep, probably will be... wish you had let me know you were interested... had extra corporate chalet tix and let them go",positive
14891,_ftw awh i`m sorry  i`m probably going to do the same thing haha.,negative
14893, o can`t work that one out  pain in the **** them spammers,negative
